username,tweet,date,time
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 13m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .75d8f 1 12,2025-08-08,08:12:02
UNLIMFAREL | COSMOS | ATOM,UNLIMFAREL | COSMOS | ATOM @Farel_HS · 14m GM WORLD  Pause for a moment and take a deep breath. Remember who you are and why you are here.  #gm #crypto #btc #ETH GIF 1 13,2025-08-08,08:11:57
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .f97 1 13,2025-08-08,08:11:54
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .96r9 1 6,2025-08-08,08:11:47
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .o6d86 1 6,2025-08-08,08:11:44
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .75d8f 1 12,2025-08-08,08:12:02
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .86d9f 1 6,2025-08-08,08:11:39
THE TRADES,THE TRADES @TGrayson4408 · 14m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 1 23,2025-08-08,08:11:38
CRYPTOFY,"CRYPTOFY @cryptofy01 · 14m Most interactions are power plays in disguise, arguments, apologies, even kindness often come with hidden agendas. Once you see the game, stop reacting.  Observe. Detach. Move smarter.  #BTC $BTC #XRP $XRP #ETH $ETH $BNB #BNB #SOL $SOL $SUI #SUI #crypto #bitcoin $DADDY #GOLD Show more 1 87",2025-08-08,08:11:38
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .8yd 7,2025-08-08,08:11:34
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .97f87 6,2025-08-08,08:11:28
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .86d85 7,2025-08-08,08:11:24
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .7ts6 9,2025-08-08,08:11:21
THE TRADES,THE TRADES @TGrayson4408 · 14m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 30,2025-08-08,08:11:15
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .96f5 9,2025-08-08,08:11:15
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .97d9f 9,2025-08-08,08:11:12
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 14m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .oyc9c 9,2025-08-08,08:11:06
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .its7 9,2025-08-08,08:11:03
WalletD,WalletD @walletd_sdk · 15m Trump Media just bought $2 billion of BTC. The halving cycle might’ve just met its match. Don’t fight the Fed? Try: Don’t fight the President  https://buff.ly/vYNCiNF #Crypto #Bitcoin #Ethereum #BTC #ETH #Blockchain #Cryptocurrency #CryptoNews #CryptoTrading #DeFi #Altcoins #Web3 23,2025-08-08,08:11:03
𝗛𝗔𝗥𝗥𝗬,"𝗛𝗔𝗥𝗥𝗬 @0XHarry0X · 15m Replying to  @Defimark7  and  @PortaltoBitcoin @PortaltoBitcoin  is really unlocking true Bitcoin in #DeFi with native access, no custody risk, and full cross-chain control.  Abd this is the kind of leap that makes #BTC finally feel at home in decentralized finance. 17",2025-08-08,08:11:00
Diana Mugo,Diana Mugo @Deynjiru · 15m How about I do that then monthly unaniwekea $10k in #BTC for two years. Ukimaliza kulipa deni tuachane Quote Threemen @that_guy_collo · 24m Nataka tu dem atanishikia funded account ya $100k nimuoe. 2 1 90,2025-08-08,08:11:00
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .oyx68 9,2025-08-08,08:11:00
Peter Henrique,Peter Henrique @mateenjnre · 15m Lost funds on #Crpobase or #Oxgatens? You’re not alone — recovery is still possible.  DM now for expert assistance!  #CryptoRecovery #CryptoScam #ScamAlert #ETH #BTC #Marginswap #Bitnero #LSSC #Swaper #Cosmice #Tradecage #ScamWarning 9,2025-08-08,08:11:00
seika,seika @ui8ti89 · 15m トレードで迷いが減ったのは雅人さんのおかげ。分析が的確すぎて、今では勝率も安定。見てるか見てないかで本当に差が出る。  ドル円 #USDJPY ビットコイン #BTC XAUUSD ゴールド リップル ユーロドル 金利 TOPIX Quote 雅人|FXトレーダー×ドル円×ビットコイン×ゴールド分析| @masato_fxtrader · 26m ドル円進捗です！  レンジ相場でどちらも狙える状況です。 目線は引き続き戻り売り狙っていきます  147.590が非常に強いレジスタンスに。 1時間足・15分足ともに複数回上ヒゲで抑えられている ブレイクできずに反発→失速→反発の繰り返し。  トリプルトップ形成の兆し Show more 155,2025-08-08,08:10:57
hashim jaffri,hashim jaffri @hashim11289 · 15m If i look this chart It is looking absolutely going against my prediction. If i analysze this it break out resistance zone & blue trendline & taking support presently possible target around 155.1k if 143.7k break. In order to undue todays #Btc candle must be ingulf Quote hashim jaffri @hashim11289 · Aug 5 If #Btc  repeat previous pattern weekly time frame should appear like this  x.com/hashim11289/st… 5,2025-08-08,08:10:54
Ekonomikoçu,"Ekonomikoçu @ekonomikocu · 15m 2023 2024 yılında ABD borsaları düşüyordu..  Bu düşüş gelseydi, ABD çok sıkışacaktı faiz indirim süreçleri erkenden başlayacaktı.  #BTC dediler her yolu denediler, #enflasyonu azdırdılar.  Hem kendi borsalarındaki  düşüşleri yaşatmadılar,  hem de enflasyonu bahane edip, faiz Show more 1 1 94 3.7K",2025-08-08,08:10:52
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .mj8e 10,2025-08-08,08:10:52
Peter Henrique,Peter Henrique @mateenjnre · 15m Lost funds to #Crpobase or #Oxgatens? You’re not alone — recovery is within reach.  DM for expert assistance!  #CryptoRecovery #CryptoScam #ScamAlert #ETH #BTC #Marginswap #Bitnero #LSSC #Swaper #Cosmice #Tradecage #ScamWarning 8,2025-08-08,08:10:47
THE TRADES,THE TRADES @TGrayson4408 · 15m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 26,2025-08-08,08:10:45
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .!49# 15,2025-08-08,08:10:44
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC . rhi 12,2025-08-08,08:10:40
MateoHenry,MateoHenry @HenryMateo155 · 15m $BTC / $USD - Update   Plan of action on #Bitcoin   $SPY $TSLA $NVDA $QQQ $META $COIN $MSTR #BTC $AVGO $GEV $ORCL $ARM $NFLX #BTC 1 109,2025-08-08,08:10:34
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .97f97clu 10,2025-08-08,08:10:32
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 15m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .8yc8 me 11,2025-08-08,08:10:30
THE TRADES,THE TRADES @TGrayson4408 · 15m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 21,2025-08-08,08:10:15
BURNS MiLLER CRYPTO RECOVERY TEAM,BURNS MiLLER CRYPTO RECOVERY TEAM @rekttfencerrr · 16m  Identity theft + deepfakes = rising crypto scam trend!  Be cautious — not every “founder” video is real.  #CryptoRecovery #BitWalletBP #CryptoScam #ScamAlert #Blockchain #BTC #Web3 #CryptoCommunity #Altcoin #ETH #DegeCoin #Margex #IdentityTheft #RevengedLove 1 130,2025-08-08,08:10:09
nyao,nyao @Uu0Tot · 16m 前まで曖昧だったエントリーが、雅人さんの分析を参考にするようになってから一気に精度上がった。無料でこれはマジでありがたい。  ドル円 #USDJPY ビットコイン #BTC XAUUSD ゴールド リップル ユーロドル 金利 TOPIX Quote 雅人|FXトレーダー×ドル円×ビットコイン×ゴールド分析| @masato_fxtrader · 26m ドル円進捗です！  レンジ相場でどちらも狙える状況です。 目線は引き続き戻り売り狙っていきます  147.590が非常に強いレジスタンスに。 1時間足・15分足ともに複数回上ヒゲで抑えられている ブレイクできずに反発→失速→反発の繰り返し。  トリプルトップ形成の兆し Show more 143,2025-08-08,08:10:07
Randy Leary,Randy Leary @Randylearyooo · 16m $BTC / $USD - Update   Plan of action on #Bitcoin   $SPY $TSLA $NVDA $QQQ $META $COIN $MSTR #BTC $AVGO $GEV $ORCL $ARM $NFLX #BTC 1 109,2025-08-08,08:10:04
RevolutionVerte,RevolutionVerte @LeadsHibiscus · 16m Blogue immobilier France et international: Réussir la vente d'un logement https://kikori.fr/p/conseils-vendeurs.html?spref=tw…   #France #Marketing #MarketingStrategy #marketingagency #MarketingSuccess #marketingtips #immobilier #immeuble #acquereur #acquisition #notaire #transaction #chasseurimmobilier #BTC 6,2025-08-08,08:10:02
Yuriy BikoTrading | OrderFlow Trader,"Yuriy BikoTrading | OrderFlow Trader @Yuriy_Biko · 16m #BTC $ETH #XRP  Green is my favorite color, what about you? 1 85",2025-08-08,08:09:51
THE TRADES,THE TRADES @TGrayson4408 · 16m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 15,2025-08-08,08:09:42
Emre,Emre @PArchEmre · 16m #BTC #ETH #XRP ETH 1 41,2025-08-08,08:09:40
Peter Henrique,Peter Henrique @mateenjnre · 16m  Trouble withdrawing from #Swaperio after buying? It’s not a glitch—it’s a scam.  DM now before more is lost.  #SwaperScam #CryptoRecovery #CryptoScam #Swaper #BTC #ETH #Web3Alert #GetHelp #RecoverySupport #PonziScheme 8,2025-08-08,08:09:39
Paulo source,Paulo source @marcin_bielik · 16m #BTC $BTC LIMIT SHORT TRADE  ENTRY: 115590 area  TARGET: 113360  STOPLOSS: 116150  Free daily signals? JOIN our telegram group  https://t.me/+fy1pArKJKQdmYzY0… 8,2025-08-08,08:09:35
White wolf,White wolf @Whitewolf2041 · 16m Replying to  @KaitoAI great news  #btc #eth #xrp #sol #ltc #pepe #bitcoin #KaitoAI #KaitoYaps 1 54,2025-08-08,08:09:28
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 16m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .p7f9g 10,2025-08-08,08:09:27
PROFIT MAKERRER,PROFIT MAKERRER @SarmadMazhar10 · 16m  https://t.me/ProfitMakerrer   Daily Gold Alerts   Live Charts & Analysis   Stay Updated in the App!  Join here:  https://t.me/ProfitMakerrer  https://t.me/ProfitMakerrer  #GOLD   #FOREX #XAUUSD  #crypto #BTC .i6dd 11,2025-08-08,08:09:24
주식-BOT,주식-BOT @TtwStockBot · 17m 2025. 8. 8. 오후 5:08:57 - [BOT] - 다음거래일 관심종목 업데이트 - http://thdtjsdn.com:49310/app_stocks_kr/html_page/CheckStockResultsOfInterest/index.html… #thdtjsdn #message #주식 #NASDAQ #BTC 17,2025-08-08,08:08:59
THE TRADES,THE TRADES @TGrayson4408 · 17m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 1 20,2025-08-08,08:08:59
開運鬼龍 BYBIT【KAIUN】BITGET【h1qb】MEXC【1aXc9】,開運鬼龍 BYBIT【KAIUN】BITGET【h1qb】MEXC【1aXc9】 @kaiun69 · 17m 【 $ETH 預けるだけで年利666%】  #ZOOMEX の  超特別キャンペーン開催中  既存ユーザー向けの 年利UPクーポンもあるよ  詳細・参加などはコチラ https://partner.zoomex.com/kaiun0806  #ZOOMEX 新規登録はコチラ 招待コードをどうぞ【KAIUN】 http://partner.zoomex.com/kaiun  開運鬼龍#BTC 4 1 2 277,2025-08-08,08:08:57
Murtaza Saraf,Murtaza Saraf @Murtaza_Saraf · 17m If #Bitcoin were a country:  GDP: $1.3 Trillion (ahead of Spain  & Australia )  Energy Use: More than Argentina   Population: 46M holders (bigger than Canada )  Not just a coin. A global force.   #BTC #Crypto #BitcoinCountry #WAGMI #CryptoFacts 1 1 17,2025-08-08,08:08:53
Profesor,"Profesor @ProfesorTurkmen · 17m Kripto para borsalarında çok fazla long birikti. #BTC, #ETH ve tabii ki #Altcoin'lerde bir çakış gelebilir. Dikkatli olunuz ve gerçekleşirse paniğe kapılmayınız. 23 4 110 3.7K",2025-08-08,08:08:49
Peter Henrique,"Peter Henrique @mateenjnre · 17m  Funds stuck on #Cryptwave or #ACEOV? Same scam pattern as #Finnatrix & #BWUTG.  DM now for trusted, expert recovery help. #CryptoRecovery #CryptoScam #BTC #Trofro #BKEX #Bitomo #Lwex #PrexaSwap #Duex #SKVQ #Finance #DifferentScamOneSolution 3",2025-08-08,08:08:46
RevolutionVerte,RevolutionVerte @LeadsHibiscus · 17m Blogue immobilier France et international: Le marché immobilier Parisien https://kikori.fr/p/blog-page_7.html?spref=tw…   #France #Marketing #MarketingStrategy #marketingagency #MarketingSuccess #marketingtips #immobilier #immeuble #Paris #Parisien #Parisienne #capitale #architecture #architecte #BTC 1 10,2025-08-08,08:08:38
JDC,"JDC @cruz_crypto87 · 17m $eth (3 days chart) - the most important chart you can look at right now is this. Break and hold above and we party hard. Rejected twice, but the third time is a charm...  $btc #btc #eth $sol $sui $atom $doge $avax $dot $xrp $bnb $trx $ada  $near $apt $uni $pepe $tao #altseason 142",2025-08-08,08:08:32
carlo martinuzzi,"carlo martinuzzi @Carlomrtz · 17m #bitcoin + #usdt + #xaut. #eur sotterrato, #eurexit individuale sempre piú facile da percorrere.  #btc #tether 21",2025-08-08,08:08:31
Bassface Trader,Bassface Trader @bassface111 · 17m #BTC   2 of the 3 trade ideas which we're shared with the group have played out nicely so far.  Profits booked with and partials still running and a  3rd level to level position  More Info https://crypto-ta.nl 1 112,2025-08-08,08:08:31
THE TRADES,THE TRADES @TGrayson4408 · 17m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 14,2025-08-08,08:08:24
SHS Tigers//CRYPTO-RECOVERY,SHS Tigers//CRYPTO-RECOVERY @SHSTigersFB · 18m Stuck in the #TradeCage scam? Seeing fake profits & locked accounts? You’re not alone.  DM now for reliable crypto recovery help. #CryptoRecovery #BTC #Nebumine #Crpobase #bitsorcoinsa #Swaper #QuantumXF #XTrustEX #TPMTPO #LSSC #XRPmarkets #Kertexcoin #trustundvip 3,2025-08-08,08:08:18
RevolutionVerte,RevolutionVerte @LeadsHibiscus · 18m Blogue immobilier France et international: L'architecture et immobilier https://kikori.fr/p/larchitecture-et-immobilier.html?spref=tw…   #France #Marketing #MarketingStrategy #marketingagency #MarketingSuccess #marketingtips #immobilier #immeuble #Paris #Parisien #Parisienne #capitale #architecture #architecte #BTC 1 5,2025-08-08,08:08:10
btcdailyreturn,"btcdailyreturn @btcdailyreturn · 18m Post-halving, the #BTC market often enters a new phase.  Historically, there's been significant price action! What's your best post-halving market memory? Share below!  #MarketWatch #BitcoinTrends 12",2025-08-08,08:08:10
CRYPTOLABKW,"CRYPTOLABKW @CRYPTOLABKW · 18m #BTC #Just_an_artistic_look_share_and_retweet #Binance Futures, Bitget Futures #BRETT/USDT Take-Profit target 1  Profit: 30.1365%  Period: 3 Hours 53 Minutes https://ift.tt/SytNIL5 7",2025-08-08,08:08:00
THE TRADES,THE TRADES @TGrayson4408 · 18m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 1 16,2025-08-08,08:07:52
Margarida Barbosa,Margarida Barbosa @margaridaB_9 · 18m $BTC   Short  Entry: 114938  TP:  114000 113500  SL: 116500 Join us  https://t.me/+Y5cTKFKN9Xg3NGQ0…  $PENGU $ENA $CKB $HYPER $SYRUP $BTC $ETH $SOL $XRP $Coins $HYPE $SPX $AVAX   #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin  #investing #BTCUSDT t.me Join group chat on Telegram 1 118,2025-08-08,08:07:48
Peter Henrique,Peter Henrique @mateenjnre · 18m  Identity theft + deepfakes = rising crypto scam trend!  Be cautious — not every “founder” video is real.  #CryptoRecovery #BitWalletBP #CryptoScam #ScamAlert #Blockchain #BTC #Web3 #CryptoCommunity #Altcoin #ETH #DegeCoin #Margex #IdentityTheft 14,2025-08-08,08:07:32
White wolf,"White wolf @Whitewolf2041 · 18m The future of Web3 is being built by visionaries like  @billions_ntwk  &  @KaitoAI  — two networks redefining how humans, AI, and data interact. #btc #eth #xrp #sol #pepe #Kaitoyaps #CryptoMarket #Binance #Coinbase #mexc #bitget #Kucoin 52",2025-08-08,08:07:29
feetcion / usdc,feetcion / usdc @feetcion · 19m Get Moonshot with my link: #feet #btc #sol #solana #Memes #memecoin #crypto #nft #Bitcoin #bnb       https://moonshot.com/?ref=g4WksFTxGz 2 31,2025-08-08,08:07:18
THE TRADES,THE TRADES @TGrayson4408 · 19m Replying to  @TGrayson4408 #bitcoin  #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain #ETH $ETH #HYPE $HYPE #ETH $ETHjoin our telegram community click below  https://t.me/+2FUDsLK0P7g5Y2Y8… 1 1 20,2025-08-08,08:07:14
Moon road,Moon road @moonroad_token · 19m  $MRT prouve que les petits prix cachent parfois de grandes surprises : • Bas à $0.0000010267 • Maintenant à $0.0000082359  • +1.24% aujourd'hui  Les diamants se trouvent parfois dans les décimales  #CryptoMarket #CoinMarketCap #MRT #BTC #Bullish #Holders 2,2025-08-08,08:07:13
